InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540468,47559B,TEA TIME OVEN GLOVE,1.0,1/7/2011 13:55,2.51,,United Kingdom
567935,20719,WOODLAND CHARLOTTE BAG,10.0,9/22/2011 18:07,0.85,13320.0,United Kingdom
547357,22168,ORGANISER WOOD ANTIQUE WHITE ,4.0,3/22/2011 12:15,8.5,17613.0,United Kingdom
556732,84997D,CHILDRENS CUTLERY POLKADOT PINK,1.0,6/14/2011 11:47,4.15,15039.0,United Kingdom
538353,37446,MINI CAKE STAND WITH HANGING CAKES,64.0,12/10/2010 15:31,1.25,13798.0,United Kingdom
544694,22985,"WRAP, BILLBOARD FONTS DESIGN",25.0,2/23/2011 9:30,0.42,17706.0,United Kingdom
562449,21380,WOODEN HAPPY BIRTHDAY GARLAND,2.0,8/4/2011 20:01,2.95,14562.0,United Kingdom
574076,22135,MINI LADLE LOVE HEART PINK,4.0,11/2/2011 15:38,0.83,,United Kingdom
578344,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1.0,11/24/2011 9:21,4.13,,United Kingdom
542923,22896,PEG BAG APPLES DESIGN,6.0,2/2/2011 9:08,2.55,14665.0,United Kingdom
551817,84879,ASSORTED COLOUR BIRD ORNAMENT,8.0,5/4/2011 11:50,1.69,17974.0,United Kingdom
552493,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2.0,5/9/2011 16:21,3.29,,United Kingdom
572319,22537,MAGIC DRAWING SLATE DINOSAUR,4.0,10/23/2011 16:19,0.42,14704.0,United Kingdom
576899,22624,IVORY KITCHEN SCALES,2.0,11/17/2011 8:49,8.5,14911.0,EIRE
578233,23528,WALL ART SPACEBOY,1.0,11/23/2011 12:20,3.75,14049.0,United Kingdom
551174,21933,PINK VINTAGE PAISLEY PICNIC BAG,2.0,4/26/2011 17:02,2.46,,United Kingdom
562841,22150,3 STRIPEY MICE FELTCRAFT,6.0,8/9/2011 16:42,1.95,17675.0,United Kingdom
546116,22926,IVORY GIANT GARDEN THERMOMETER,4.0,3/9/2011 13:53,5.95,15367.0,United Kingdom
558479,22606,WOODEN SKITTLES GARDEN SET,3.0,6/29/2011 16:44,15.95,17837.0,United Kingdom
573581,22738,RIBBON REEL SNOWY VILLAGE,10.0,10/31/2011 14:22,1.65,14911.0,EIRE
569372,22339,CHRISTMAS TREE PAINTED ZINC ,6.0,10/3/2011 16:04,0.63,,United Kingdom
546896,82494L,WOODEN FRAME ANTIQUE WHITE ,1.0,3/17/2011 18:24,7.46,,United Kingdom
569716,23298,SPOTTY BUNTING,3.0,10/6/2011 8:17,4.95,15804.0,United Kingdom
556253,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6.0,6/9/2011 16:55,4.15,17652.0,United Kingdom
544812,22195,LARGE HEART MEASURING SPOONS,1.0,2/23/2011 15:58,3.29,,United Kingdom
545288,20719,WOODLAND CHARLOTTE BAG,100.0,3/1/2011 11:48,0.72,15311.0,United Kingdom
562046,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2.0,8/2/2011 10:34,15.95,12378.0,Switzerland
566319,23245,SET OF 3 REGENCY CAKE TINS,4.0,9/12/2011 11:25,4.95,13431.0,United Kingdom
C564907,21429,RED GINGHAM ROSE JEWELLERY BOX,-1.0,8/31/2011 12:24,1.95,18225.0,United Kingdom
570210,22908,PACK OF 20 NAPKINS RED APPLES,2.0,10/9/2011 10:48,0.85,13259.0,United Kingdom
539049,22111,SCOTTIE DOG HOT WATER BOTTLE,24.0,12/15/2010 16:21,4.25,15615.0,United Kingdom
566590,22892,SET OF SALT AND PEPPER TOADSTOOLS,12.0,9/13/2011 14:51,1.25,14032.0,United Kingdom
546781,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12.0,3/17/2011 9:03,1.65,12955.0,United Kingdom
563694,23052,RECYCLED ACAPULCO MAT TURQUOISE,2.0,8/18/2011 13:16,8.25,14741.0,United Kingdom
561209,22169,FAMILY ALBUM WHITE PICTURE FRAME,1.0,7/25/2011 16:57,16.63,,United Kingdom
572552,22195,LARGE HEART MEASURING SPOONS,1.0,10/24/2011 17:07,3.29,14096.0,United Kingdom
536747,22632,HAND WARMER RED RETROSPOT,6.0,12/2/2010 13:44,2.1,17802.0,United Kingdom
550630,22461,SAVOY ART DECO CLOCK,24.0,4/19/2011 14:49,3.95,14298.0,United Kingdom
571828,22639,SET OF 4 NAPKIN CHARMS HEARTS,6.0,10/19/2011 11:52,2.55,16440.0,United Kingdom
564065,23078,ICE CREAM PEN LIP GLOSS ,24.0,8/22/2011 15:05,1.25,15150.0,United Kingdom
551775,22423,REGENCY CAKESTAND 3 TIER,1.0,5/4/2011 11:21,12.75,12886.0,United Kingdom
558835,21931,JUMBO STORAGE BAG SUKI,1.0,7/4/2011 11:58,4.13,,United Kingdom
540372,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4.0,1/6/2011 16:41,3.95,13081.0,United Kingdom
573556,22192,BLUE DINER WALL CLOCK,2.0,10/31/2011 13:51,8.5,17675.0,United Kingdom
572319,23536,WALL ART VILLAGE SHOW ,1.0,10/23/2011 16:19,5.95,14704.0,United Kingdom
553182,23008,DOLLY GIRL BABY GIFT SET,1.0,5/15/2011 12:21,16.95,17107.0,United Kingdom
538349,22476,EMPIRE UNION JACK TV DINNER TRAY,1.0,12/10/2010 14:59,11.02,,United Kingdom
569236,23270,SET OF 2 CERAMIC PAINTED HEARTS ,1.0,10/2/2011 15:49,1.45,14432.0,United Kingdom
556459,22993,SET OF 4 PANTRY JELLY MOULDS,3.0,6/10/2011 17:25,2.46,,United Kingdom
548516,85017B,ENVELOPE 50 BLOSSOM IMAGES,1.0,3/31/2011 16:28,0.83,,United Kingdom
565386,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2.0,9/2/2011 15:48,1.45,17997.0,United Kingdom
561699,84946,ANTIQUE SILVER T-LIGHT GLASS,24.0,7/29/2011 10:32,1.25,12971.0,United Kingdom
547785,22524,CHILDRENS GARDEN GLOVES BLUE,2.0,3/25/2011 11:41,1.25,13097.0,United Kingdom
549910,23193,BUFFALO BILL TREASURE BOOK BOX,2.0,4/12/2011 17:12,2.25,16697.0,United Kingdom
537354,21725,SWEETIES  STICKERS,1.0,12/6/2010 12:23,0.85,12748.0,United Kingdom
543828,85099F,JUMBO BAG STRAWBERRY,10.0,2/14/2011 9:45,1.95,14156.0,EIRE
556194,21452,TOADSTOOL MONEY BOX,6.0,6/9/2011 12:20,2.95,12483.0,Sweden
552522,21324,HANGING MEDINA LANTERN SMALL,2.0,5/9/2011 16:37,2.95,,United Kingdom
578255,21136,PAINTED METAL PEARS ASSORTED,8.0,11/23/2011 12:58,1.69,14675.0,United Kingdom
553831,23092,LARGE ANTIQUE WHITE PHOTO FRAME,6.0,5/19/2011 11:36,7.9,14442.0,Channel Islands
538157,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6.0,12/9/2010 16:57,0.85,17576.0,United Kingdom
538351,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,15.0,12/10/2010 15:17,3.36,,United Kingdom
548033,21622,VINTAGE UNION JACK CUSHION COVER,4.0,3/29/2011 12:01,4.95,14441.0,United Kingdom
575607,23188,VINTAGE  2 METRE FOLDING RULER,1.0,11/10/2011 12:37,3.29,14096.0,United Kingdom
553496,21621,VINTAGE UNION JACK BUNTING,4.0,5/17/2011 12:47,8.5,14410.0,United Kingdom
548340,22037,ROBOT BIRTHDAY CARD,12.0,3/30/2011 14:23,0.42,13426.0,United Kingdom
573343,23198,PANTRY MAGNETIC  SHOPPING LIST,2.0,10/30/2011 11:59,1.45,13566.0,United Kingdom
560434,22718,CARD CAT AND TREE ,3.0,7/18/2011 15:56,0.83,,United Kingdom
538511,84660B,BLACK STITCHED WALL CLOCK,20.0,12/12/2010 13:56,1.25,13959.0,United Kingdom
574298,22714,CARD BIRTHDAY COWBOY,1.0,11/3/2011 15:56,0.83,,United Kingdom
570888,23503,PLAYING CARDS KEEP CALM & CARRY ON,12.0,10/13/2011 10:26,1.25,17509.0,United Kingdom
549592,84818,DANISH ROSE PHOTO FRAME,6.0,4/11/2011 10:14,2.55,14311.0,United Kingdom
544097,37450,CERAMIC CAKE BOWL + HANGING CAKES,6.0,2/16/2011 9:56,2.95,12455.0,Cyprus
568346,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.0,9/26/2011 15:28,1.25,14096.0,United Kingdom
538714,22161,HEART DECORATION RUSTIC HANGING ,12.0,12/14/2010 11:01,0.65,14524.0,United Kingdom
561857,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12.0,7/29/2011 16:24,1.65,13004.0,United Kingdom
542252,21937,STRAWBERRY   PICNIC BAG,1.0,1/26/2011 16:01,5.79,,United Kingdom
561485,22374,AIRLINE BAG VINTAGE JET SET RED,2.0,7/27/2011 13:42,4.25,17841.0,United Kingdom
558681,22378,WALL TIDY RETROSPOT ,1.0,7/1/2011 11:20,4.96,,United Kingdom
574074,22419,LIPSTICK PEN RED,3.0,11/2/2011 15:33,0.83,,United Kingdom
542408,22924,FRIDGE MAGNETS LA VIE EN ROSE,6.0,1/27/2011 16:29,0.85,13280.0,United Kingdom
548916,22921,HERB MARKER CHIVES ,12.0,4/5/2011 10:07,0.65,14849.0,United Kingdom
577485,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2.0,11/20/2011 11:56,3.75,16360.0,United Kingdom
566194,21914,BLUE HARMONICA IN BOX ,1.0,9/9/2011 13:42,1.25,14711.0,United Kingdom
576855,47566,PARTY BUNTING,1.0,11/16/2011 15:51,4.95,17757.0,United Kingdom
574290,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1.0,11/3/2011 15:18,2.95,17403.0,United Kingdom
549929,37342,POLKADOT COFFEE CUP & SAUCER PINK,24.0,4/13/2011 10:32,0.79,13740.0,United Kingdom
555548,21787,RAIN PONCHO RETROSPOT,72.0,6/5/2011 13:16,0.85,17811.0,United Kingdom
575668,85099B,JUMBO BAG RED RETROSPOT,1.0,11/10/2011 14:59,2.08,18283.0,United Kingdom
547729,21936,RED RETROSPOT PICNIC BAG,2.0,3/25/2011 10:52,2.95,15529.0,United Kingdom
567671,23393,HOME SWEET HOME CUSHION COVER ,1.0,9/21/2011 15:34,10.79,,United Kingdom
548611,21864,UNION JACK FLAG PASSPORT COVER ,12.0,4/1/2011 11:31,2.1,18230.0,United Kingdom
572719,82482,WOODEN PICTURE FRAME WHITE FINISH,12.0,10/25/2011 15:03,2.95,13871.0,United Kingdom
539856,22677,FRENCH BLUE METAL DOOR SIGN 2,6.0,12/22/2010 14:41,0.0,,United Kingdom
568593,85066,CREAM SWEETHEART MINI CHEST,4.0,9/28/2011 10:54,12.75,13988.0,United Kingdom
544109,77101A,UNION FLAG WINDSOCK,4.0,2/16/2011 10:56,1.25,12841.0,United Kingdom
C549840,22697,GREEN REGENCY TEACUP AND SAUCER,-2.0,4/12/2011 13:51,2.95,15189.0,United Kingdom
538349,22834,HAND WARMER BABUSHKA DESIGN,1.0,12/10/2010 14:59,4.21,,United Kingdom
557938,22423,REGENCY CAKESTAND 3 TIER,4.0,6/23/2011 15:35,12.75,,United Kingdom
568177,23504,PLAYING CARDS JUBILEE UNION JACK,12.0,9/25/2011 13:30,1.25,13536.0,United Kingdom
566482,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10.0,9/13/2011 9:43,2.08,16609.0,United Kingdom
545062,22625,RED KITCHEN SCALES,1.0,2/27/2011 14:07,8.5,12748.0,United Kingdom
570242,85180B,PINK HEARTS LIGHT CHAIN ,2.0,10/9/2011 15:40,4.65,16380.0,United Kingdom
574255,21207,SKULL AND CROSSBONES  GARLAND ,12.0,11/3/2011 13:44,1.65,12569.0,Germany
573326,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10.0,10/30/2011 11:08,0.85,15298.0,United Kingdom
555537,22487,WHITE WOOD GARDEN PLANT LADDER,1.0,6/5/2011 12:37,9.95,15453.0,United Kingdom
552010,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12.0,5/5/2011 17:26,0.85,14713.0,United Kingdom
545083,22659,LUNCH BOX I LOVE LONDON,12.0,2/28/2011 10:40,1.95,15724.0,United Kingdom
536520,22501,PICNIC BASKET WICKER LARGE,1.0,12/1/2010 12:43,9.95,14729.0,United Kingdom
557129,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,3.0,6/16/2011 19:59,1.25,17841.0,United Kingdom
560576,21983,PACK OF 12 BLUE PAISLEY TISSUES ,2.0,7/19/2011 14:59,0.29,17287.0,United Kingdom
541292,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4.0,1/17/2011 13:30,4.95,15596.0,United Kingdom
544645,22664,TOY TIDY DOLLY GIRL DESIGN,50.0,2/22/2011 11:58,1.85,16843.0,United Kingdom
542147,21217,RED RETROSPOT ROUND CAKE TINS,1.0,1/26/2011 10:02,9.95,12782.0,Portugal
573588,22196,SMALL HEART MEASURING SPOONS,12.0,10/31/2011 15:01,0.85,12588.0,Finland
540525,21355,TOAST ITS - I LOVE YOU ,12.0,1/9/2011 13:02,1.25,16833.0,United Kingdom
536865,21988,PACK OF 6 SKULL PAPER PLATES,8.0,12/3/2010 11:28,1.66,,United Kingdom
556636,22437,SET OF 9 BLACK SKULL BALLOONS,1.0,6/13/2011 15:30,1.63,,United Kingdom
550471,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1.0,4/18/2011 13:52,8.29,,United Kingdom
561878,22802,FAUX FUR CHOCOLATE THROW,2.0,7/31/2011 12:34,19.95,17388.0,United Kingdom
568878,85150,LADIES & GENTLEMEN METAL SIGN,2.0,9/29/2011 12:34,2.55,14524.0,United Kingdom
571257,21824,PAINTED METAL STAR WITH HOLLY BELLS,6.0,10/14/2011 17:17,0.83,,United Kingdom
565320,22349,DOG BOWL CHASING BALL DESIGN,6.0,9/2/2011 13:10,3.75,16745.0,United Kingdom
554202,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5.0,5/23/2011 12:14,0.85,13546.0,United Kingdom
538594,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480.0,12/13/2010 11:57,0.42,16927.0,United Kingdom
554108,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6.0,5/22/2011 14:29,2.55,13668.0,United Kingdom
549734,20765,CHRYSANTHEMUM SKETCHBOOK ,1.0,4/11/2011 17:12,3.75,16409.0,United Kingdom
568069,22582,PACK OF 6 SWEETIE GIFT BOXES,6.0,9/23/2011 14:05,2.55,13336.0,United Kingdom
574696,22572,ROCKING HORSE GREEN CHRISTMAS ,4.0,11/6/2011 13:40,0.85,13634.0,United Kingdom
546555,22726,ALARM CLOCK BAKELIKE GREEN,8.0,3/15/2011 9:22,3.75,17675.0,United Kingdom
547490,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1.0,3/23/2011 11:48,2.95,17507.0,United Kingdom
575491,85032C,CURIOUS IMAGES GIFT WRAP SET,12.0,11/9/2011 17:47,0.65,15531.0,United Kingdom
557275,21224,SET/4 SKULL BADGES,10.0,6/19/2011 11:45,1.25,15544.0,United Kingdom
550183,22120,WELCOME  WOODEN BLOCK LETTERS,3.0,4/14/2011 17:58,9.95,14105.0,United Kingdom
549542,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2.0,4/10/2011 11:11,0.85,15311.0,United Kingdom
575904,22309,TEA COSY RED  STRIPE,1.0,11/11/2011 15:28,2.55,18014.0,United Kingdom
575477,23240,SET OF 4 KNICK KNACK TINS DOILY ,1.0,11/9/2011 16:14,8.29,,United Kingdom
562392,22629,SPACEBOY LUNCH BOX ,12.0,8/4/2011 16:07,1.95,15205.0,United Kingdom
566010,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12.0,9/8/2011 12:05,1.25,13700.0,United Kingdom
540940,84459A,PINK METAL CHICKEN HEART ,2.0,1/12/2011 12:12,1.49,18109.0,United Kingdom
573485,22382,LUNCH BAG SPACEBOY DESIGN ,6.0,10/31/2011 11:37,1.65,15752.0,United Kingdom
538155,82578,KITCHEN METAL SIGN,2.0,12/9/2010 16:52,0.55,16907.0,United Kingdom
555942,22423,REGENCY CAKESTAND 3 TIER,2.0,6/8/2011 10:14,12.75,15743.0,United Kingdom
538826,21031,SPACE CADET BLACK,10.0,12/14/2010 12:58,1.25,12370.0,Cyprus
567678,23245,SET OF 3 REGENCY CAKE TINS,4.0,9/21/2011 15:57,4.95,15399.0,United Kingdom
540418,84913B,MINT GREEN ROSE TOWEL,1.0,1/7/2011 11:04,3.36,,United Kingdom
558335,23251,VINTAGE RED ENAMEL TRIM MUG ,12.0,6/28/2011 13:16,1.25,17442.0,United Kingdom
557769,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6.0,6/22/2011 14:38,1.65,16626.0,United Kingdom
572861,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6.0,10/26/2011 12:46,1.45,14102.0,United Kingdom
574477,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1.0,11/4/2011 12:21,0.29,15453.0,United Kingdom
572913,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1.0,10/26/2011 16:21,3.75,15993.0,United Kingdom
577600,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,11/21/2011 8:28,2.1,14447.0,United Kingdom
540681,21935,SUKI  SHOULDER BAG,3.0,1/10/2011 16:25,1.66,,United Kingdom
543306,20676,RED RETROSPOT BOWL,2.0,2/7/2011 11:56,1.25,16686.0,United Kingdom
549055,21901,"KEY FOB , BACK DOOR ",24.0,4/6/2011 10:33,0.65,13515.0,United Kingdom
556541,22055,MINI CAKE STAND  HANGING STRAWBERY,16.0,6/13/2011 12:52,1.65,13552.0,United Kingdom
579471,22207,FRYING PAN UNION FLAG,1.0,11/29/2011 15:08,8.29,,United Kingdom
546569,20685,DOORMAT RED RETROSPOT,10.0,3/15/2011 10:53,6.75,14016.0,EIRE
542708,22937,BAKING MOULD CHOCOLATE CUPCAKES,24.0,1/31/2011 13:07,2.55,17621.0,United Kingdom
567675,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1.0,9/21/2011 15:54,1.65,15351.0,United Kingdom
566757,22115,METAL SIGN EMPIRE TEA,1.0,9/14/2011 15:54,5.79,,United Kingdom
563935,79321,CHILLI LIGHTS,1.0,8/21/2011 16:24,5.75,15547.0,United Kingdom
544804,84050,PINK HEART SHAPE EGG FRYING PAN,6.0,2/23/2011 14:40,1.65,17504.0,United Kingdom
558099,90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,3.0,6/26/2011 13:45,4.95,17593.0,United Kingdom
569690,23323,WHITE WICKER STAR ,6.0,10/5/2011 15:04,2.1,15351.0,United Kingdom
573748,22048,BIRTHDAY BANQUET GIFT WRAP,25.0,11/1/2011 9:24,0.42,14911.0,EIRE
557957,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1.0,6/23/2011 19:20,39.95,13969.0,United Kingdom
552672,84988,SET OF 72 PINK HEART PAPER DOILIES,1.0,5/10/2011 15:06,3.75,,United Kingdom
539434,22084,PAPER CHAIN KIT EMPIRE,2.0,12/17/2010 14:41,5.91,,United Kingdom
540642,16237,SLEEPING CAT ERASERS,30.0,1/10/2011 13:22,0.21,12681.0,France
561031,20719,WOODLAND CHARLOTTE BAG,100.0,7/24/2011 11:32,0.72,13461.0,United Kingdom
562420,21912,VINTAGE SNAKES & LADDERS,1.0,8/4/2011 16:38,7.46,,United Kingdom
558757,21420,OYSTER TRINKET BOX,1.0,7/3/2011 12:22,3.25,13148.0,United Kingdom
570701,23044,PAPER LANTERN 9 POINT HOLLY STAR S,12.0,10/12/2011 9:35,4.15,16652.0,United Kingdom
558066,21790,VINTAGE SNAP CARDS,1.0,6/24/2011 15:45,1.63,,United Kingdom
576840,21891,TRADITIONAL WOODEN SKIPPING ROPE,1.0,11/16/2011 15:23,2.46,,United Kingdom
567204,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,24.0,9/19/2011 10:43,4.15,15365.0,United Kingdom
565862,23172,REGENCY TEA PLATE PINK,12.0,9/7/2011 14:56,1.65,15885.0,United Kingdom
548166,22501,PICNIC BASKET WICKER LARGE,1.0,3/29/2011 13:45,20.79,,United Kingdom
577483,84832,ZINC WILLIE WINKIE  CANDLE STICK,4.0,11/20/2011 11:50,0.85,14502.0,United Kingdom
576326,85150,LADIES & GENTLEMEN METAL SIGN,1.0,11/14/2011 15:18,2.55,16504.0,United Kingdom
559055,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,8.0,7/5/2011 17:09,3.29,,United Kingdom
578347,23366,SET 12 COLOURING PENCILS DOILY,2.0,11/24/2011 9:26,1.25,,United Kingdom
544819,21713,CITRONELLA CANDLE FLOWERPOT,3.0,2/23/2011 17:15,2.1,12748.0,United Kingdom
553520,21394,RED POLKADOT BEAKER ,12.0,5/17/2011 14:32,0.39,17238.0,United Kingdom
549909,22180,RETROSPOT LAMP,1.0,4/12/2011 16:43,9.95,15777.0,United Kingdom
564346,23313,VINTAGE CHRISTMAS BUNTING,6.0,8/24/2011 14:54,4.95,15727.0,United Kingdom
540506,22626,BLACK KITCHEN SCALES,1.0,1/9/2011 11:12,8.5,17796.0,United Kingdom
541491,37370,RETRO COFFEE MUGS ASSORTED,24.0,1/18/2011 14:04,1.25,12510.0,Spain
576655,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12.0,11/16/2011 10:55,0.85,15687.0,United Kingdom
573903,23284,DOORMAT KEEP CALM AND COME IN,4.0,11/1/2011 14:51,8.25,14667.0,United Kingdom
557846,22564,ALPHABET STENCIL CRAFT,4.0,6/23/2011 10:44,1.25,17365.0,United Kingdom
541281,21333,CLASSIC WHITE FRAME,2.0,1/17/2011 11:59,2.95,17988.0,United Kingdom
555275,23101,SILVER STARS TABLE DECORATION,12.0,6/1/2011 17:18,0.83,,United Kingdom
557123,21918,SET 12 KIDS COLOUR  CHALK STICKS,2.0,6/16/2011 17:56,0.42,15555.0,United Kingdom
579014,23505,PLAYING CARDS I LOVE LONDON ,36.0,11/28/2011 9:53,1.25,12906.0,United Kingdom
568614,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6.0,9/28/2011 11:26,2.95,13515.0,United Kingdom
572758,23089,GLASS BON BON JAR,1.0,10/25/2011 18:39,3.29,,United Kingdom
569524,22297,HEART IVORY TRELLIS SMALL,1.0,10/4/2011 14:42,1.25,14506.0,United Kingdom
579387,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1.0,11/29/2011 12:06,3.75,14452.0,United Kingdom
547877,22423,REGENCY CAKESTAND 3 TIER,1.0,3/27/2011 15:46,12.75,14573.0,United Kingdom
546542,21172,PARTY METAL SIGN ,1.0,3/14/2011 15:13,1.45,13263.0,United Kingdom
538596,22835,HOT WATER BOTTLE I AM SO POORLY,6.0,12/13/2010 12:10,4.65,17990.0,United Kingdom
540551,90115,SUMMER BUTTERFLIES BAG CHARM,2.0,1/10/2011 9:43,2.51,,United Kingdom
577778,22470,HEART OF WICKER LARGE,1.0,11/21/2011 16:10,2.95,16549.0,United Kingdom
561217,22169,FAMILY ALBUM WHITE PICTURE FRAME,2.0,7/25/2011 17:09,16.63,,United Kingdom
547645,POST,POSTAGE,1.0,3/24/2011 11:40,40.0,12676.0,Sweden
552652,22799,SWEETHEART WIRE FRUIT BOWL,1.0,5/10/2011 14:09,8.5,14591.0,United Kingdom
574298,21356,TOAST ITS - FAIRY FLOWER,4.0,11/3/2011 15:56,0.83,,United Kingdom
559492,21889,WOODEN BOX OF DOMINOES,1.0,7/8/2011 13:53,3.29,,United Kingdom
572559,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12.0,10/25/2011 8:44,2.89,12476.0,Germany
549449,21169,YOU'RE CONFUSING ME METAL SIGN ,12.0,4/8/2011 14:12,1.69,14227.0,United Kingdom
553356,23206,LUNCH BAG APPLE DESIGN,10.0,5/16/2011 14:05,1.65,14038.0,United Kingdom
567204,22625,RED KITCHEN SCALES,2.0,9/19/2011 10:43,8.5,15365.0,United Kingdom
544109,22090,PAPER BUNTING RETROSPOT,8.0,2/16/2011 10:56,2.95,12841.0,United Kingdom
545688,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12.0,3/6/2011 12:42,1.25,16033.0,United Kingdom
569406,22595,GINGHAM HEART DECORATION,36.0,10/4/2011 9:09,0.85,16253.0,United Kingdom
567183,22047,EMPIRE GIFT WRAP,25.0,9/18/2011 15:32,0.42,14769.0,United Kingdom
537370,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1.0,12/6/2010 12:44,4.95,13155.0,United Kingdom
542617,22131,FOOD CONTAINER SET 3 LOVE HEART ,2.0,1/30/2011 15:48,1.95,17463.0,United Kingdom
549586,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,2.0,4/11/2011 10:00,1.63,,United Kingdom
573553,21988,PACK OF 6 SKULL PAPER PLATES,3.0,10/31/2011 13:48,1.63,,United Kingdom
561592,22776,SWEETHEART CAKESTAND 3 TIER,4.0,7/28/2011 11:18,9.95,14560.0,United Kingdom
555159,22961,JAM MAKING SET PRINTED,12.0,6/1/2011 9:06,1.45,15124.0,United Kingdom
558751,84987,SET OF 36 TEATIME PAPER DOILIES,2.0,7/3/2011 11:26,1.45,16009.0,United Kingdom
576520,20971,PINK BLUE FELT CRAFT TRINKET BOX,3.0,11/15/2011 12:33,1.25,14467.0,United Kingdom
574262,23081,GREEN METAL BOX ARMY SUPPLIES,2.0,11/3/2011 14:05,8.25,13721.0,United Kingdom
577033,23403,LETTER HOLDER HOME SWEET HOME,1.0,11/17/2011 13:16,3.75,17797.0,United Kingdom
575368,90159,COTE D'AZURE NECKLACE,1.0,11/9/2011 15:07,4.95,14482.0,United Kingdom
547730,37448,CERAMIC CAKE DESIGN SPOTTED MUG,8.0,3/25/2011 11:01,1.49,14796.0,United Kingdom
563613,22986,WRAP GINGHAM ROSE ,25.0,8/18/2011 8:49,0.42,12688.0,Israel
578292,23414,ZINC BOX SIGN HOME,2.0,11/23/2011 14:35,9.95,13174.0,United Kingdom
577544,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.0,11/20/2011 14:43,2.95,17758.0,United Kingdom
559863,84988,SET OF 72 PINK HEART PAPER DOILIES,6.0,7/13/2011 10:33,1.45,15039.0,United Kingdom
560035,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6.0,7/14/2011 13:41,4.65,17706.0,United Kingdom
577358,21650,ASSORTED TUTTI FRUTTI BRACELET,2.0,11/18/2011 15:59,0.83,,United Kingdom
552108,22424,ENAMEL BREAD BIN CREAM,1.0,5/6/2011 11:36,12.75,17841.0,United Kingdom
566860,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1.0,9/15/2011 12:40,7.95,17002.0,United Kingdom
577429,22610,PENS ASSORTED FUNNY FACE,36.0,11/20/2011 11:06,0.19,14881.0,United Kingdom
540681,85179A,GREEN BITTY LIGHT CHAIN,1.0,1/10/2011 16:25,2.51,,United Kingdom
556237,22456,NATURAL SLATE CHALKBOARD LARGE ,1.0,6/9/2011 15:34,9.96,,United Kingdom
578805,22384,LUNCH BAG PINK POLKADOT,10.0,11/25/2011 12:57,1.65,16401.0,United Kingdom
572313,21620,SET OF 4 ROSE BOTANICAL CANDLES,2.0,10/23/2011 15:54,1.25,14731.0,United Kingdom
561774,23203,JUMBO BAG DOILEY PATTERNS,3.0,7/29/2011 12:41,2.08,16729.0,United Kingdom
567665,22382,LUNCH BAG SPACEBOY DESIGN ,1.0,9/21/2011 15:22,4.13,,United Kingdom
567545,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10.0,9/21/2011 10:27,1.65,13155.0,United Kingdom
