InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month
551192,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-27 10:54:00,1.69,16188.0,United Kingdom,13.52,4.0
541523,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-01-19 10:09:00,4.95,17708.0,United Kingdom,4.95,1.0
544474,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-02-21 09:52:00,0.29,12423.0,Belgium,6.959999999999999,2.0
547645,22090,PAPER BUNTING RETROSPOT,12,2011-03-24 11:40:00,2.95,12676.0,Sweden,35.400000000000006,3.0
538167,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-09 18:58:00,3.75,14713.0,United Kingdom,3.75,12.0
540176,21928,JUMBO BAG SCANDINAVIAN PAISLEY,100,2011-01-05 12:40:00,1.65,17511.0,United Kingdom,165.0,1.0
541884,21314,SMALL GLASS HEART TRINKET POT,8,2011-01-24 11:12:00,2.1,14782.0,United Kingdom,16.8,1.0
537126,22917,HERB MARKER ROSEMARY,2,2010-12-05 12:13:00,0.65,18118.0,United Kingdom,1.3,12.0
537842,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2010-12-08 15:12:00,1.69,13140.0,United Kingdom,1.69,12.0
550632,21172,PARTY METAL SIGN ,1,2011-04-19 14:56:00,1.45,16907.0,United Kingdom,1.45,4.0
536785,22423,REGENCY CAKESTAND 3 TIER,144,2010-12-02 15:22:00,10.95,15061.0,United Kingdom,1576.8,12.0
548327,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-03-30 13:05:00,1.45,16788.0,United Kingdom,5.8,3.0
548742,21238,RED RETROSPOT CUP,4,2011-04-04 12:00:00,0.85,14688.0,United Kingdom,3.4,4.0
546785,22423,REGENCY CAKESTAND 3 TIER,16,2011-03-17 09:56:00,10.95,15189.0,United Kingdom,175.2,3.0
540803,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-01-11 12:30:00,2.55,14669.0,United Kingdom,22.95,1.0
552266,20726,LUNCH BAG WOODLAND,10,2011-05-08 11:41:00,1.65,13975.0,United Kingdom,16.5,5.0
548335,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-03-30 13:57:00,1.95,14272.0,United Kingdom,19.5,3.0
542836,20727,LUNCH BAG  BLACK SKULL.,10,2011-02-01 11:31:00,1.65,16745.0,United Kingdom,16.5,2.0
547892,22781,GUMBALL MAGAZINE RACK,2,2011-03-28 10:15:00,7.65,12669.0,France,15.3,3.0
545227,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,16,2011-03-01 09:35:00,0.42,12428.0,Finland,6.72,3.0
545085,21215,IVORY PAPER CUP CAKE CASES ,2,2011-02-28 11:19:00,0.55,15039.0,United Kingdom,1.1,2.0
538525,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-13 09:39:00,1.25,12540.0,Spain,15.0,12.0
537802,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2010-12-08 13:11:00,4.95,13455.0,United Kingdom,14.85,12.0
551616,22619,SET OF 6 SOLDIER SKITTLES,1,2011-05-03 11:40:00,3.75,15048.0,United Kingdom,3.75,5.0
537707,22902,TOTE BAG I LOVE LONDON,12,2010-12-08 10:53:00,2.1,14032.0,United Kingdom,25.200000000000003,12.0
537418,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2010-12-06 15:13:00,9.95,17884.0,United Kingdom,9.95,12.0
550756,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-04-20 12:02:00,4.95,14148.0,United Kingdom,14.85,4.0
538368,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2010-12-12 10:57:00,0.85,15503.0,United Kingdom,0.85,12.0
544484,82582,AREA PATROLLED METAL SIGN,12,2011-02-21 11:10:00,2.1,15321.0,United Kingdom,25.200000000000003,2.0
548864,22963,JAM JAR WITH GREEN LID,1,2011-04-04 14:00:00,0.85,15756.0,United Kingdom,0.85,4.0
544393,23230,WRAP ALPHABET DESIGN,25,2011-02-18 11:56:00,0.42,16393.0,United Kingdom,10.5,2.0
541259,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-16 15:38:00,12.75,14404.0,United Kingdom,38.25,1.0
546850,22027,TEA PARTY BIRTHDAY CARD,12,2011-03-17 13:20:00,0.42,13268.0,United Kingdom,5.04,3.0
536733,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2010-12-02 12:50:00,1.65,15738.0,United Kingdom,19.8,12.0
542994,22692,DOORMAT WELCOME TO OUR HOME,4,2011-02-02 12:03:00,7.95,17230.0,United Kingdom,31.8,2.0
547062,82578,KITCHEN METAL SIGN,2,2011-03-20 13:28:00,0.55,16728.0,United Kingdom,1.1,3.0
548542,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-03-31 18:05:00,2.55,13918.0,United Kingdom,30.6,3.0
544455,22443,GROW YOUR OWN HERBS SET OF 3,1,2011-02-20 13:18:00,7.95,13097.0,United Kingdom,7.95,2.0
543803,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-02-13 12:05:00,2.95,17126.0,United Kingdom,2.95,2.0
544293,85099B,JUMBO BAG RED RETROSPOT,1,2011-02-17 12:42:00,1.95,17954.0,United Kingdom,1.95,2.0
541202,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-01-14 12:09:00,1.95,17581.0,United Kingdom,39.0,1.0
549906,22030,SWALLOWS GREETING CARD,12,2011-04-12 16:28:00,0.42,14998.0,United Kingdom,5.04,4.0
548742,21864,UNION JACK FLAG PASSPORT COVER ,1,2011-04-04 12:00:00,2.1,14688.0,United Kingdom,2.1,4.0
547874,22477,WATERING CAN GARDEN MARKER,10,2011-03-27 15:39:00,1.25,14476.0,United Kingdom,12.5,3.0
537399,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-12-06 14:31:00,2.55,13030.0,United Kingdom,15.3,12.0
543251,37370,RETRO COFFEE MUGS ASSORTED,12,2011-02-04 14:51:00,1.25,14194.0,United Kingdom,15.0,2.0
544657,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-02-22 13:08:00,0.85,14895.0,United Kingdom,10.2,2.0
537059,22837,HOT WATER BOTTLE BABUSHKA ,1,2010-12-05 11:54:00,4.65,14813.0,United Kingdom,4.65,12.0
550459,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2011-04-18 13:17:00,1.95,18116.0,United Kingdom,1.95,4.0
540372,22624,IVORY KITCHEN SCALES,2,2011-01-06 16:41:00,8.5,13081.0,United Kingdom,17.0,1.0
542098,21717,EASTER TIN BUCKET,8,2011-01-25 13:04:00,2.55,16531.0,United Kingdom,20.4,1.0
541485,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-01-18 13:05:00,1.25,18118.0,United Kingdom,1.25,1.0
550829,22087,PAPER BUNTING WHITE LACE,7,2011-04-21 10:19:00,2.95,17841.0,United Kingdom,20.65,4.0
544040,21175,GIN + TONIC DIET METAL SIGN,1,2011-02-15 11:40:00,2.55,14701.0,United Kingdom,2.55,2.0
543332,21656,RIDGED GLASS POSY VASE ,6,2011-02-07 12:24:00,1.45,13955.0,United Kingdom,8.7,2.0
547075,48184,DOORMAT ENGLISH ROSE ,10,2011-03-20 14:35:00,6.75,15288.0,United Kingdom,67.5,3.0
546522,22969,HOMEMADE JAM SCENTED CANDLES,24,2011-03-14 12:41:00,1.45,13319.0,United Kingdom,34.8,3.0
538903,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-15 10:17:00,1.25,13496.0,United Kingdom,15.0,12.0
542862,20657,TROPICAL LUGGAGE TAG,2,2011-02-01 11:51:00,1.25,14606.0,United Kingdom,2.5,2.0
551702,21843,RED RETROSPOT CAKE STAND,4,2011-05-03 14:16:00,10.95,13014.0,United Kingdom,43.8,5.0
547334,46000M,POLYESTER FILLER PAD 45x45cm,3,2011-03-22 11:43:00,1.55,15044.0,United Kingdom,4.65,3.0
539280,22769,CHALKBOARD KITCHEN ORGANISER,1,2010-12-16 15:40:00,24.95,14373.0,United Kingdom,24.95,12.0
545053,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-02-27 12:41:00,1.65,17516.0,United Kingdom,1.65,2.0
540516,90123B,TURQUOISE HEART OF GLASS BRACELET,2,2011-01-09 12:01:00,5.95,16326.0,United Kingdom,11.9,1.0
539610,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2010-12-20 14:33:00,1.69,14606.0,United Kingdom,3.38,12.0
541848,21579,LOLITA  DESIGN  COTTON TOTE BAG,1,2011-01-23 13:31:00,2.25,17611.0,United Kingdom,2.25,1.0
541596,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,4,2011-01-19 16:18:00,2.1,17602.0,United Kingdom,8.4,1.0
539259,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-16 14:32:00,3.95,13050.0,United Kingdom,15.8,12.0
539201,22649,STRAWBERRY FAIRY CAKE TEAPOT,24,2010-12-16 12:11:00,4.25,14878.0,United Kingdom,102.0,12.0
545053,85016,SET OF 6 VINTAGE NOTELETS KIT,2,2011-02-27 12:41:00,2.55,17516.0,United Kingdom,5.1,2.0
543129,22288,HANGING METAL RABBIT DECORATION,24,2011-02-03 15:02:00,1.25,14540.0,United Kingdom,30.0,2.0
540453,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-07 11:54:00,0.42,13426.0,United Kingdom,5.04,1.0
544930,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-02-24 18:26:00,1.25,17472.0,United Kingdom,1.25,2.0
551747,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",100,2011-05-04 11:00:00,0.18,14298.0,United Kingdom,18.0,5.0
550662,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-04-20 09:29:00,2.08,15078.0,United Kingdom,20.8,4.0
540014,22153,ANGEL DECORATION STARS ON DRESS,1,2011-01-04 11:34:00,0.42,14606.0,United Kingdom,0.42,1.0
552253,22430,ENAMEL WATERING CAN CREAM,4,2011-05-08 10:20:00,4.95,14201.0,United Kingdom,19.8,5.0
544826,22837,HOT WATER BOTTLE BABUSHKA ,1,2011-02-24 09:36:00,4.65,14513.0,United Kingdom,4.65,2.0
548632,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-04-01 12:25:00,1.65,17701.0,United Kingdom,16.5,4.0
545349,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-03-02 11:07:00,0.55,18118.0,United Kingdom,0.55,3.0
550198,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-04-15 10:19:00,2.55,13120.0,United Kingdom,30.6,4.0
550137,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,2011-04-14 13:59:00,1.65,12477.0,Germany,39.6,4.0
540397,22469,HEART OF WICKER SMALL,2,2011-01-06 18:57:00,1.65,13187.0,United Kingdom,3.3,1.0
548361,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-03-30 15:38:00,1.45,16092.0,United Kingdom,17.4,3.0
543803,22469,HEART OF WICKER SMALL,2,2011-02-13 12:05:00,1.65,17126.0,United Kingdom,3.3,2.0
542112,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-01-25 13:55:00,2.55,13168.0,United Kingdom,2.55,1.0
547485,21327,SKULLS WRITING SET ,3,2011-03-23 11:16:00,1.65,17019.0,United Kingdom,4.949999999999999,3.0
544935,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-02-25 09:09:00,3.75,13870.0,United Kingdom,15.0,2.0
550152,16016,LARGE CHINESE STYLE SCISSOR,10,2011-04-14 14:43:00,0.85,17362.0,United Kingdom,8.5,4.0
537390,18094C,WHITE AND BLUE CERAMIC OIL BURNER,1,2010-12-06 13:47:00,1.25,16658.0,United Kingdom,1.25,12.0
545530,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-03-03 13:45:00,4.95,17416.0,United Kingdom,19.8,3.0
543121,22176,BLUE OWL SOFT TOY,6,2011-02-03 13:58:00,2.95,12662.0,Germany,17.700000000000003,2.0
549722,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-04-11 15:59:00,6.35,17236.0,United Kingdom,6.35,4.0
537301,22231,JIGSAW TREE WITH BIRDHOUSE,2,2010-12-06 11:38:00,1.45,15860.0,United Kingdom,2.9,12.0
536409,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,2010-12-01 11:45:00,2.1,17908.0,United Kingdom,2.1,12.0
546251,22433,WATERING CAN GREEN DINOSAUR,6,2011-03-10 14:37:00,1.95,16553.0,United Kingdom,11.7,3.0
545188,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-02-28 15:19:00,3.75,14056.0,United Kingdom,3.75,2.0
549927,22360,GLASS JAR ENGLISH CONFECTIONERY,60,2011-04-13 10:19:00,2.55,16684.0,United Kingdom,153.0,4.0
548409,22492,MINI PAINT SET VINTAGE ,144,2011-03-31 10:27:00,0.65,12731.0,France,93.6,3.0
550622,21716,BOYS VINTAGE TIN SEASIDE BUCKET,12,2011-04-19 13:49:00,2.55,13735.0,United Kingdom,30.6,4.0
543587,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-02-10 11:39:00,0.85,12561.0,Germany,10.2,2.0
546778,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-03-16 16:38:00,5.45,14572.0,United Kingdom,5.45,3.0
546871,22857,ASSORTED EASTER GIFT TAGS,12,2011-03-17 16:10:00,0.85,16746.0,United Kingdom,10.2,3.0
545721,22553,PLASTERS IN TIN SKULLS,1,2011-03-07 10:52:00,1.65,15039.0,United Kingdom,1.65,3.0
540469,22550,HOLIDAY FUN LUDO,3,2011-01-07 14:04:00,3.75,12484.0,Spain,11.25,1.0
541522,22268,EASTER DECORATION SITTING BUNNY,12,2011-01-19 09:54:00,0.85,17419.0,United Kingdom,10.2,1.0
545398,47566,PARTY BUNTING,12,2011-03-02 11:43:00,4.95,13722.0,United Kingdom,59.400000000000006,3.0
537135,85231G,ORANGE SCENTED SET/9 T-LIGHTS,2,2010-12-05 12:35:00,0.85,17059.0,United Kingdom,1.7,12.0
542898,22268,EASTER DECORATION SITTING BUNNY,1,2011-02-01 14:01:00,0.85,16110.0,United Kingdom,0.85,2.0
547367,18097A,PINK TALL PORCELAIN T-LIGHT HOLDER ,2,2011-03-22 13:11:00,2.55,15437.0,United Kingdom,5.1,3.0
540543,22074,6 RIBBONS SHIMMERING PINKS ,5,2011-01-09 15:23:00,1.65,14395.0,United Kingdom,8.25,1.0
546668,23128,DOLLCRAFT BOY JEAN-PAUL ,4,2011-03-15 15:33:00,4.95,14735.0,United Kingdom,19.8,3.0
537372,22386,JUMBO BAG PINK POLKADOT,1,2010-12-06 12:52:00,1.95,16919.0,United Kingdom,1.95,12.0
548313,22998,TRAVEL CARD WALLET KEEP CALM,3,2011-03-30 12:15:00,0.42,15353.0,United Kingdom,1.26,3.0
540801,22629,SPACEBOY LUNCH BOX ,12,2011-01-11 12:25:00,1.95,12540.0,Spain,23.4,1.0
548334,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-30 13:56:00,2.95,18108.0,United Kingdom,17.700000000000003,3.0
545039,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,4,2011-02-27 10:22:00,2.1,17243.0,United Kingdom,8.4,2.0
549467,22766,PHOTO FRAME CORNICE,8,2011-04-08 14:26:00,2.95,13305.0,United Kingdom,23.6,4.0
546425,21455,PAINTED YELLOW WOODEN DAISY,24,2011-03-13 13:36:00,0.85,16983.0,United Kingdom,20.4,3.0
538008,22973,CHILDREN'S CIRCUS PARADE MUG,12,2010-12-09 12:17:00,1.65,12683.0,France,19.8,12.0
543754,22846,BREAD BIN DINER STYLE RED ,1,2011-02-11 14:26:00,16.95,18159.0,United Kingdom,16.95,2.0
536783,85178,VICTORIAN SEWING KIT,18,2010-12-02 15:19:00,1.25,15061.0,United Kingdom,22.5,12.0
540353,20727,LUNCH BAG  BLACK SKULL.,1,2011-01-06 14:53:00,1.65,13764.0,United Kingdom,1.65,1.0
552365,21713,CITRONELLA CANDLE FLOWERPOT,3,2011-05-09 12:25:00,2.1,16440.0,United Kingdom,6.300000000000001,5.0
548664,22284,HEN HOUSE DECORATION,12,2011-04-01 14:45:00,1.65,14911.0,EIRE,19.8,4.0
547664,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,2011-03-24 13:16:00,0.85,13069.0,United Kingdom,5.1,3.0
538009,22769,CHALKBOARD KITCHEN ORGANISER,4,2010-12-09 12:17:00,21.95,14911.0,EIRE,87.8,12.0
541839,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-01-23 11:15:00,1.69,17769.0,United Kingdom,40.56,1.0
537623,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-07 14:31:00,12.75,15858.0,United Kingdom,12.75,12.0
549027,22729,ALARM CLOCK BAKELIKE ORANGE,300,2011-04-05 17:02:00,3.39,17857.0,United Kingdom,1017.0,4.0
542240,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-01-26 14:45:00,2.95,16124.0,United Kingdom,17.700000000000003,1.0
548652,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-04-01 13:34:00,1.25,16928.0,United Kingdom,15.0,4.0
547801,21535,RED RETROSPOT SMALL MILK JUG,6,2011-03-25 12:57:00,2.55,14107.0,United Kingdom,15.3,3.0
548370,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-03-30 16:14:00,9.95,15528.0,United Kingdom,9.95,3.0
550360,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-04-18 10:55:00,4.95,14978.0,United Kingdom,19.8,4.0
549915,22877,NUMBER TILE COTTAGE GARDEN 9,8,2011-04-13 09:32:00,1.95,18231.0,United Kingdom,15.6,4.0
541552,21930,JUMBO STORAGE BAG SKULLS,10,2011-01-19 11:15:00,1.95,15039.0,United Kingdom,19.5,1.0
549300,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-04-08 08:21:00,3.25,13362.0,United Kingdom,19.5,4.0
551305,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-04-27 14:58:00,1.25,16145.0,United Kingdom,15.0,4.0
545691,85025C,PINK HEART SHAPE PHOTO FRAME,6,2011-03-06 12:52:00,1.65,14161.0,United Kingdom,9.9,3.0
538353,22064,PINK DOUGHNUT TRINKET POT ,48,2010-12-10 15:31:00,1.45,13798.0,United Kingdom,69.6,12.0
549255,71459,HANGING JAM JAR T-LIGHT HOLDER,192,2011-04-07 12:23:00,0.72,16209.0,United Kingdom,138.24,4.0
550806,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-04-20 15:44:00,8.5,14334.0,United Kingdom,17.0,4.0
540568,22222,CAKE PLATE LOVEBIRD WHITE,12,2011-01-10 11:22:00,1.95,15039.0,United Kingdom,23.4,1.0
551696,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-05-03 13:39:00,1.69,14110.0,United Kingdom,20.28,5.0
543309,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,2011-02-07 12:05:00,3.25,18118.0,United Kingdom,3.25,2.0
542360,84992,72 SWEETHEART FAIRY CAKE CASES,3,2011-01-27 12:40:00,0.55,14701.0,United Kingdom,1.65,1.0
540480,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-01-07 15:27:00,1.25,12480.0,Germany,15.0,1.0
542612,22659,LUNCH BOX I LOVE LONDON,1,2011-01-30 14:19:00,1.95,17841.0,United Kingdom,1.95,1.0
548308,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-03-30 12:00:00,4.95,17220.0,United Kingdom,4.95,3.0
538995,21358,TOAST ITS - HAPPY BIRTHDAY,24,2010-12-15 12:05:00,1.25,13458.0,United Kingdom,30.0,12.0
545227,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-03-01 09:35:00,1.65,12428.0,Finland,19.8,3.0
552235,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-05-06 16:17:00,2.95,15194.0,United Kingdom,17.700000000000003,5.0
542434,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-01-28 10:47:00,0.85,16755.0,United Kingdom,10.2,1.0
550906,47593B,SCOTTIE DOGS BABY BIB,48,2011-04-21 12:34:00,0.39,14298.0,United Kingdom,18.72,4.0
543619,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-02-10 14:51:00,9.95,16842.0,United Kingdom,19.9,2.0
552278,22914,BLUE COAT RACK PARIS FASHION,1,2011-05-08 12:36:00,4.95,15059.0,United Kingdom,4.95,5.0
545719,22874,NUMBER TILE COTTAGE GARDEN 6,8,2011-03-07 10:28:00,1.95,13344.0,United Kingdom,15.6,3.0
546389,48185,DOORMAT FAIRY CAKE,2,2011-03-11 13:56:00,7.95,16801.0,United Kingdom,15.9,3.0
552262,16236,KITTY PENCIL ERASERS,28,2011-05-08 11:37:00,0.21,14911.0,EIRE,5.88,5.0
548655,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-04-01 13:47:00,7.95,15605.0,United Kingdom,15.9,4.0
537387,79321,CHILLI LIGHTS,4,2010-12-06 13:34:00,4.95,13468.0,United Kingdom,19.8,12.0
545649,22267,EASTER DECORATION EGG BUNNY ,2,2011-03-04 13:14:00,1.25,14995.0,United Kingdom,2.5,3.0
547002,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2011-03-18 14:02:00,1.25,12878.0,United Kingdom,15.0,3.0
544450,21789,KIDS RAIN MAC PINK,1,2011-02-20 12:23:00,0.85,17811.0,United Kingdom,0.85,2.0
537254,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-06 11:01:00,3.75,15898.0,United Kingdom,7.5,12.0
542607,22930,BAKING MOULD HEART MILK CHOCOLATE,2,2011-01-30 13:48:00,2.55,13148.0,United Kingdom,5.1,1.0
542797,22551,PLASTERS IN TIN SPACEBOY,1,2011-02-01 11:08:00,1.65,17884.0,United Kingdom,1.65,2.0
543978,22961,JAM MAKING SET PRINTED,10,2011-02-14 15:37:00,1.45,12867.0,United Kingdom,14.5,2.0
540642,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-01-10 13:22:00,4.95,12681.0,France,14.85,1.0
543165,84836,ZINC METAL HEART DECORATION,2,2011-02-03 19:58:00,1.25,13230.0,United Kingdom,2.5,2.0
540562,22377,BOTTLE BAG RETROSPOT ,20,2011-01-10 10:35:00,0.85,12524.0,Germany,17.0,1.0
545653,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-03-04 13:39:00,1.25,15311.0,United Kingdom,30.0,3.0
550304,22960,JAM MAKING SET WITH JARS,12,2011-04-17 10:27:00,3.75,14092.0,United Kingdom,45.0,4.0
548648,21172,PARTY METAL SIGN ,12,2011-04-01 13:20:00,1.45,12949.0,United Kingdom,17.4,4.0
536836,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2010-12-02 18:08:00,2.95,18168.0,United Kingdom,2.95,12.0
539468,21166,COOK WITH WINE METAL SIGN ,12,2010-12-19 13:31:00,1.95,15044.0,United Kingdom,23.4,12.0
540957,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-01-12 13:30:00,1.25,15311.0,United Kingdom,15.0,1.0
551385,22675,FRENCH KITCHEN SIGN BLUE METAL,4,2011-04-28 11:38:00,1.25,16814.0,United Kingdom,5.0,4.0
546534,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-03-14 13:56:00,3.75,16150.0,United Kingdom,15.0,3.0
540543,21907,I'M ON HOLIDAY METAL SIGN,6,2011-01-09 15:23:00,2.1,14395.0,United Kingdom,12.6,1.0
548326,82616B,FRAPPUCINO SCARF KNITTING KIT,24,2011-03-30 13:02:00,1.25,15424.0,United Kingdom,30.0,3.0
552282,23003,TRAVEL CARD WALLET VINTAGE ROSE ,8,2011-05-08 12:44:00,0.42,14040.0,United Kingdom,3.36,5.0
541655,21742,LARGE ROUND WICKER PLATTER ,1,2011-01-20 12:04:00,5.95,14779.0,United Kingdom,5.95,1.0
551870,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,2011-05-04 16:51:00,0.85,17811.0,United Kingdom,0.85,5.0
540263,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-01-06 10:03:00,1.25,18062.0,United Kingdom,15.0,1.0
542791,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-02-01 10:47:00,3.25,15039.0,United Kingdom,9.75,2.0
547496,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-03-23 12:13:00,4.65,18075.0,United Kingdom,18.6,3.0
544158,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-02-16 12:47:00,0.85,14944.0,United Kingdom,20.4,2.0
544822,22271,FELTCRAFT DOLL ROSIE,12,2011-02-24 09:08:00,2.95,18231.0,United Kingdom,35.400000000000006,2.0
541120,22894,TABLECLOTH RED APPLES DESIGN ,4,2011-01-14 09:13:00,8.5,12490.0,France,34.0,1.0
539488,21871,SAVE THE PLANET MUG,24,2010-12-20 09:37:00,1.25,12377.0,Switzerland,30.0,12.0
536988,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-03 15:05:00,3.75,17238.0,United Kingdom,3.75,12.0
552646,15044C,PURPLE PAPER PARASOL,1,2011-05-10 13:26:00,2.95,14078.0,United Kingdom,2.95,5.0
547867,22907,PACK OF 20 NAPKINS PANTRY DESIGN,4,2011-03-27 13:56:00,0.85,13357.0,United Kingdom,3.4,3.0
541987,21445,12 PINK ROSE PEG PLACE SETTINGS,2,2011-01-24 16:05:00,1.25,14130.0,United Kingdom,2.5,1.0
537370,22318,FIVE HEART HANGING DECORATION,2,2010-12-06 12:44:00,2.95,13155.0,United Kingdom,5.9,12.0
538827,22647,CERAMIC LOVE HEART MONEY BANK,36,2010-12-14 12:59:00,0.42,14298.0,United Kingdom,15.12,12.0
539181,22374,AIRLINE BAG VINTAGE JET SET RED,1,2010-12-16 11:51:00,4.25,12748.0,United Kingdom,4.25,12.0
546850,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-03-17 13:20:00,0.42,13268.0,United Kingdom,5.04,3.0
546096,21562,HAWAIIAN GRASS SKIRT ,24,2011-03-09 11:59:00,1.25,15502.0,United Kingdom,30.0,3.0
543300,20675,BLUE POLKADOT BOWL,8,2011-02-07 11:42:00,1.25,13334.0,United Kingdom,10.0,2.0
545912,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-08 10:33:00,2.95,15944.0,United Kingdom,17.700000000000003,3.0
544907,22469,HEART OF WICKER SMALL,40,2011-02-24 14:15:00,1.45,12945.0,United Kingdom,58.0,2.0
545523,22293,HANGING CHICK GREEN DECORATION,3,2011-03-03 12:41:00,1.45,14524.0,United Kingdom,4.35,3.0
542812,22521,CHILDS GARDEN TROWEL PINK,24,2011-02-01 11:21:00,0.85,14850.0,United Kingdom,20.4,2.0
551033,23201,JUMBO BAG ALPHABET,10,2011-04-26 11:32:00,2.08,15039.0,United Kingdom,20.8,4.0
550310,21900,"KEY FOB , SHED",48,2011-04-17 11:04:00,0.65,15985.0,United Kingdom,31.200000000000003,4.0
545327,22482,BLUE TEA TOWEL CLASSIC DESIGN,6,2011-03-01 15:16:00,1.25,13166.0,United Kingdom,7.5,3.0
537898,21289,LARGE STRIPES CHOCOLATE GIFT BAG,3,2010-12-09 10:42:00,1.25,17377.0,United Kingdom,3.75,12.0
547096,22423,REGENCY CAKESTAND 3 TIER,2,2011-03-21 09:13:00,12.75,15669.0,United Kingdom,25.5,3.0
546781,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-03-17 09:03:00,9.95,12955.0,United Kingdom,39.8,3.0
